valore,media,devstd,error
131,141.27,1.406066645423053,10.27000000000001
132,142.45333333333335,1.368966441986987,10.453333333333347
133,143.27,1.3650315149436285,10.27000000000001
134,144.27333333333334,1.4137247307272331,10.27333333333334
135,145.46333333333334,1.4337040302575743,10.463333333333338
136,146.29,1.3972859502463526,10.289999999999992
137,147.13666666666666,1.39444270483916,10.136666666666656
138,148.14,1.4308123847197993,10.139999999999986
139,149.28333333333333,1.4617951426307834,10.283333333333331
140,150.15666666666667,1.3705413166181506,10.156666666666666
141,151.45,1.4610323010171216,10.449999999999989
142,152.02,1.3781379517475103,10.02000000000001
143,152.97,1.3571685063082808,9.969999999999999
144,153.89,1.3480693490691293,9.889999999999986
145,154.97,1.2600499008009014,9.969999999999999
146,155.87,1.4235595312913454,9.870000000000005
